,unreversed_prompt,reversed_prompt,unreversed_prompt_davinci_avg_prob,reversed_prompt_davinci_avg_prob,difference_davinci_avg_prob,unreversed_prompt_babbage_avg_prob,reversed_prompt_babbage_avg_prob,difference_babbage_avg_prob,unreversed_prompt_davinci_avg_logprob,reversed_prompt_davinci_avg_logprob,difference_davinci_avg_logprob,unreversed_prompt_babbage_avg_logprob,reversed_prompt_babbage_avg_logprob,difference_babbage_avg_logprob,unreversed_prompt_davinci_mult_prob,reversed_prompt_davinci_mult_prob,difference_davinci_mult_prob,unreversed_prompt_babbage_mult_prob,reversed_prompt_babbage_mult_prob,difference_babbage_mult_prob,unreversed_prompt_davinci_sum_logprob,reversed_prompt_davinci_sum_logprob,difference_davinci_sum_logprob,unreversed_prompt_babbage_sum_logprob,reversed_prompt_babbage_sum_logprob,difference_babbage_sum_logprob,unreversed_prompt_davinci_gm,reversed_prompt_davinci_gm,difference_davinci_gm,unreversed_prompt_babbage_gm,reversed_prompt_babbage_gm,difference_babbage_gm
36,a man hindering a robot,a robot hindering a man,0.009349253549071,0.0118305198043256,-0.0024812662552545998,0.0119781361719731,0.0155643698734958,-0.0035862337015227005,-7.419166440000001,-7.30287218,-0.11629426000000098,-7.1476443000000005,-6.84517804,-0.3024662600000001,7.753267604545383e-17,1.3868022924876887e-16,-6.114755320331504e-17,3.013613894262064e-16,1.3673659089730858e-15,-1.0660045195468794e-15,-37.095832200000004,-36.5143609,-0.581471300000004,-35.7382215,-34.2258902,-1.5123312999999996,0.0005996487804849659,0.0006736012899695909,-7.395250948462502e-05,0.00078671516507026,0.0010645766825617508,-0.00027786151749149086
37,a man pushing a box,a box pushing a man,0.1466872723465186,0.0137196872068756,0.132967585139643,0.0575021912718142,0.0187125026455882,0.038789688626226,-5.89900789,-7.4083229500000005,1.5093150600000005,-6.660836150000001,-7.32050125,0.6596650999999998,5.654232970310774e-11,1.350283281955116e-13,5.640730137491223e-11,2.6849886907171456e-12,1.9186104669909187e-13,2.4931276440180537e-12,-23.59603156,-29.633291800000002,6.037260240000002,-26.643344600000002,-29.282005,2.638660399999999,0.002742163998006938,0.0006061864475445484,0.00213597755046239,0.0012800755875765225,0.0006618303855746542,0.0006182452020018683
38,a man pushing a robot,a robot pushing a man,0.1463053144575844,0.117930968584957,0.02837434587262741,0.0569374586442755,0.0783705462323847,-0.021433087588109197,-6.54842189,-7.142674625,0.5942527349999995,-7.227242400000001,-7.194612525,-0.032629875000000474,4.20945655874388e-12,3.9075387845100326e-13,3.818702680292876e-12,2.7860828389435736e-13,3.174518949581081e-13,-3.884361106375074e-14,-26.19368756,-28.5706985,2.377010939999998,-28.908969600000002,-28.7784501,-0.1305195000000019,0.0014323742597740893,0.0007906346148873462,0.0006417396448867431,0.0007265215591739166,0.0007506188750225903,-2.4097315848673655e-05
39,a man pushing a teacup,a teacup pushing a man,0.1599858401563182,0.1311677941535411,0.028818046002777098,0.2343415483659737,0.1410631874317029,0.0932783609342708,-5.021962843333333,-5.943451933333333,0.9214890899999997,-5.2041050125,-6.131084895,0.9269798824999995,8.202297040372045e-14,3.2564898687199524e-16,8.169732141684846e-14,2.7498908690703682e-14,1.0563843827878926e-16,2.7393270252424892e-14,-30.13177706,-35.6607116,5.528934539999998,-31.224630075000004,-36.78650937,5.561879294999994,0.006591575772581586,0.0026229597235253774,0.003968616049056208,0.005493965271486709,0.0021742208793654625,0.0033197443921212464
40,a man touching a robot,a robot touching a man,0.0810000084766988,0.0480008356171922,0.032999172859506605,0.0215880762394714,0.023498542148168,-0.0019104659086966007,-6.9647814,-7.448603749999999,0.4838223499999996,-7.350274125,-7.61644295,0.2661688249999994,7.960410818768665e-13,1.1493438437925112e-13,6.811066974976154e-13,1.7032014891517743e-13,5.873316712274095e-14,1.1158698179243648e-13,-27.8591256,-29.794414999999997,1.9352893999999985,-29.4010965,-30.4657718,1.0646752999999975,0.0009445693959302136,0.0005822540170729551,0.0003623153788572585,0.0006424162338662148,0.000492289819932075,0.00015012641393413989
41,a monkey chasing a child,a child chasing a monkey,0.106328036820805,0.0922555326934202,0.014072504127384797,0.0743200853749331,0.0754759088686655,-0.0011558234937323886,-7.240370624999999,-7.2132346,-0.02713602499999901,-6.9267535,-7.3660304,0.4392768999999994,2.643552638502035e-13,2.9466466911076303e-13,-3.030940526055952e-14,9.268228017407498e-13,1.5991697829513696e-13,7.669058234456128e-13,-28.961482499999995,-28.8529384,-0.10854409999999604,-27.707014,-29.4641216,1.7571075999999977,0.0007170459556981465,0.0007367701403285422,-1.972418463039565e-05,0.000981181107744917,0.0006323734730389247,0.0003488076347059922
42,a monkey hindering an iguana,an iguana hindering a monkey,0.271580032909057,0.0949786817194467,0.17660135118961032,0.2789082998699204,0.0700056795021323,0.2089026203677881,-5.927425639871428,-5.965828625714285,0.03840298584285673,-5.642474661757143,-5.881334957142857,0.23886029538571396,9.555694770212312e-19,7.303227596056094e-19,2.252467174156218e-19,7.023130379103343e-18,1.3194130437665944e-18,5.703717335336748e-18,-41.491979479099996,-41.76080037999999,0.2688209008999962,-39.497322632300005,-41.1693447,1.6720220676999986,0.0026653346956939336,0.0025649183692637014,0.00010041632643023211,0.003544087128475772,0.002791056845671593,0.000753030282804179
43,a monkey hugging an iguana,an iguana hugging a monkey,0.3208744990123059,0.1224722117497355,0.19840228726257042,0.2937673384509313,0.0990021818703824,0.19476515658054888,-4.128750159971428,-4.684193725714286,0.5554435657428574,-4.4216402618999995,-4.818539157142857,0.3968988952428578,2.807670368458219e-13,5.751267785326104e-15,2.750157690604958e-13,3.6136179352750007e-14,2.2456663558670338e-15,3.3890512996882974e-14,-28.901251119799998,-32.78935608,3.8881049601999997,-30.951481833299997,-33.7297741,2.778292266700003,0.016102992415083794,0.009240181730542847,0.006862810684540947,0.012014509171968618,0.008078580059176155,0.003935929112792462
44,a monkey pulling a cylinder,a cylinder pulling a monkey,0.072513566186352,0.0567689831559895,0.015744583030362504,0.0504131937476111,0.0358725524506171,0.014540641296993999,-8.354536,-8.4213168,0.06678080000000008,-7.893534075,-8.308712074999999,0.41517799999999916,3.0667930144757054e-15,2.3478715513480293e-15,7.189214631276761e-16,1.938772424503252e-14,3.6837383587823795e-15,1.570398588625014e-14,-33.418144,-33.6852672,0.26712320000000034,-31.5741363,-33.234848299999996,1.6607119999999966,0.00023532665211225471,0.00022012460182679254,1.5202050285462176e-05,0.00037314850717419957,0.0002463611337871577,0.00012678737338704188
45,a monkey pulling an iguana,an iguana pulling a monkey,0.3250118503512655,0.1436786162827131,0.1813332340685524,0.2735578304937855,0.1149327735537246,0.1586250569400609,-5.546452703883333,-5.657983846666667,0.11153114278333387,-5.384142552633333,-5.5431414,0.15899884736666703,3.5256336240368574e-15,1.8055645535120096e-15,1.7200690705248478e-15,9.336403175709693e-15,3.596380758528195e-15,5.740022417181499e-15,-33.2787162233,-33.94790308,0.6691868567000014,-32.3048553158,-33.2588484,0.9539930842000004,0.0039012716929451427,0.003489545269020211,0.00041172642392493146,0.0045887732674071684,0.003914211400881132,0.0006745618665260364
46,a monkey pushing a box,a box pushing a monkey,0.1113421134661341,0.0126431947087671,0.098698918757367,0.0992747253242502,0.0178407389569968,0.08143398636725341,-6.96130859,-8.015744825,1.0544362350000007,-6.9478292999999995,-8.32684875,1.3790194500000004,8.071762411209646e-13,1.1891181736955076e-14,7.952850593840095e-13,8.518915201119493e-13,3.425958871146878e-15,8.484655612408025e-13,-27.84523436,-32.0629793,4.217744940000003,-27.791317199999998,-33.307395,5.5160778000000015,0.0009478554085202311,0.0003302221906737315,0.0006176332178464997,0.0009607183231721567,0.0002419332370084218,0.000718785086163735
47,a monkey touching a teacup,a teacup touching a monkey,0.2216854823398516,0.1299813336016536,0.09170414873819802,0.2361957979166555,0.130877043158165,0.10531875475849048,-5.820093256166667,-6.506619433333333,0.686526177166666,-5.572992281283334,-6.648945961666667,1.075953680383333,6.826430737058097e-16,1.1098556711717942e-17,6.715445169940918e-16,3.00663858995591e-15,4.724944920746154e-18,3.001913645035164e-15,-34.920559537,-39.0397166,4.119157062999996,-33.4379536877,-39.89367577,6.455722082299999,0.002967328410204764,0.0014935201429326617,0.001473808267272102,0.003799095445350058,0.0012953867734490283,0.00250370867190103
48,a robot chasing a woman,a woman chasing a robot,0.0568189345756588,0.0798367676402474,-0.0230178330645886,0.0478127236338123,0.0603474772306723,-0.012534753596859995,-6.996081525000001,-6.877284050000001,-0.11879747500000004,-7.067864300000001,-7.057487199999999,-0.010377100000002137,7.023629511961821e-13,1.1296240925596838e-12,-4.2726114136350173e-13,5.270625303460588e-13,5.494004511946681e-13,-2.233792084860931e-14,-27.984326100000004,-27.509136200000004,-0.47518990000000016,-28.271457200000004,-28.229948799999995,-0.04150840000000855,0.0009154621621138545,0.0010309402284223567,-0.00011547806630850222,0.0008520508924469004,0.0008609387450740262,-8.88785262712587e-06
49,a robot helping a child,a child helping a robot,0.0531514582356765,0.0255921137797004,0.027559344455976097,0.0147753953834462,0.0221249762774513,-0.007349580894005099,-6.5634011999999995,-7.5841129,1.0207117000000006,-6.966275550000001,-7.1901043499999995,0.22382879999999883,3.964644993131231e-12,6.684154343252431e-14,3.897803449698706e-12,7.912976516589436e-13,3.232283356248918e-13,4.680693160340518e-13,-26.253604799999998,-30.3364516,4.082846800000002,-27.865102200000003,-28.760417399999998,0.8953151999999953,0.001411078180189081,0.0005084656481592485,0.0009026125320298324,0.0009431591214104883,0.0007540104353992768,0.00018914868601121147
50,a robot helping a man,a man helping a robot,0.0423340340611045,0.0729542295980424,-0.0306201955369379,0.0179354845745223,0.0281866503412579,-0.010251165766735602,-6.7450418249999995,-6.72377735,-0.021264474999999727,-6.857877125000001,-7.304467475000001,0.44659035000000014,1.9171770467004537e-12,2.087384226673125e-12,-1.702071799726713e-13,1.22080761095543e-12,2.0456923894169305e-13,1.016238372013737e-12,-26.980167299999998,-26.8951094,-0.08505789999999891,-27.431508500000003,-29.217869900000004,1.7863614000000005,0.001176699462829973,0.0012019892936763654,-2.5289830846392507e-05,0.0010511430109827415,0.0006725275538903258,0.0003786154570924157
51,a robot hindering an iguana,an iguana hindering a robot,0.2339507338330687,0.0949300377143369,0.1390206961187318,0.2429408719899198,0.0699848909604463,0.1729559810294735,-6.318031652857143,-6.103942539999999,-0.2140891128571436,-5.8337563803285715,-6.010520171428572,0.17676379110000084,6.205774874325786e-20,2.777410411391503e-19,-2.1568329239589244e-19,1.84086765405568e-18,5.34133470707883e-19,1.306734183347797e-18,-44.22622157,-42.727597779999996,-1.4986237900000035,-40.8362946623,-42.073641200000004,1.237346537700006,0.0018034899090192706,0.002234042532045546,-0.0004305526230262754,0.0029270611484312737,0.0024528119658132307,0.000474249182618043
52,a robot hugging a child,a child hugging a robot,0.07303962529353,0.0890421807337332,-0.016002555440203195,0.0470946634310941,0.0831885843254859,-0.0360939208943918,-5.48253908,-5.6431837,0.16064462000000024,-5.9792929,-5.6879111,-0.2913817999999999,1.243992189709298e-12,5.571630326807535e-13,6.868291570285444e-13,1.0378400816177894e-13,4.4551053530848886e-13,-3.417265271467099e-13,-27.412695399999997,-28.2159185,0.8032231000000039,-29.8964645,-28.4395555,-1.4569089999999996,0.0041587568645697825,0.00354157512582388,0.0006171817387459026,0.002530615057643974,0.0033866599796996332,-0.0008560449220556591
53,a robot hugging a man,a man hugging a robot,0.0749945312023471,0.1021950719183613,-0.0272005407160142,0.0474112506449295,0.0466411064546938,0.0007701441902357026,-5.387226579999999,-5.129401012,-0.25782556799999945,-5.9542929,-5.499951000000001,-0.4543418999999993,2.003485103701269e-12,7.271888732367367e-12,-5.268403628666098e-12,1.176026883015947e-13,1.1402711852651513e-12,-1.0226684969635566e-12,-26.936132899999997,-25.647005059999998,-1.289127839999999,-29.7714645,-27.499755000000004,-2.2717094999999965,0.004574643165081735,0.005920105484010199,-0.001345462318928464,0.0025946778828291645,0.004086971695170796,-0.0014922938123416315
54,a robot pulling a car,a car pulling a robot,0.0846720790778183,0.0145462047314864,0.07012587434633191,0.0947412222921581,0.0603293805009497,0.0344118417912084,-6.888943,-8.26835835,1.3794153499999995,-6.65033665,-7.74618255,1.0958459000000005,1.0781527024445927e-12,4.329027820195095e-15,1.0738236746243977e-12,2.800154280742991e-12,3.495446431686783e-14,2.765199816426123e-12,-27.555772,-33.0734334,5.517661399999998,-26.6013466,-30.9847302,4.383383600000002,0.0010189903447573815,0.00025650603894124816,0.0007624843058161334,0.0012935865462436631,0.00043239002127408693,0.0008611965249695762
55,a robot pulling a monkey,a monkey pulling a robot,0.0809323872259782,0.072582140000076,0.008350247225902205,0.0882772573596363,0.0504226962758855,0.03785456108375081,-7.798122675,-7.708051749999999,-0.09007092500000091,-8.2045358,-7.816873825,-0.3876619750000003,2.8397062164678633e-14,4.071389338099663e-14,-1.2316831216317996e-14,5.588065679033215e-15,2.634506826655485e-14,-2.0757002587521635e-14,-31.1924907,-30.832206999999997,-0.36028370000000365,-32.8181432,-31.2674953,-1.5506479000000013,0.00041050490717580053,0.0004491957708468226,-3.8690863671022094e-05,0.0002734106173327414,0.0004028791870326088,-0.0001294685696998674
56,a spoon in a bowl,a bowl in a spoon,0.0463174719318143,0.0256585257681845,0.020658946163629798,0.0526216692067817,0.0404781237445767,0.012143545462205002,-5.487089175,-6.0586630999999995,0.5715739249999992,-4.94966465,-6.23227645,1.2826117999999997,2.9373100981447526e-10,2.9855489205936037e-11,2.638755206085392e-10,2.520877958169245e-09,1.4908258422156174e-11,2.5059696997470888e-09,-21.9483567,-24.234652399999998,2.2862956999999966,-19.7986586,-24.9291058,5.130447199999999,0.004139877110663866,0.0023375238351448693,0.001802353275518997,0.007085784748579752,0.0019649736370705414,0.005120811111509211
57,a spoon near a box,a box near a spoon,0.023182964161872,0.0177185202520252,0.005464443909846798,0.0136650263194027,0.012039974115654,0.0016250522037487003,-7.391715925000001,-7.4512538500000005,0.05953792499999988,-7.393301424999999,-7.424719325,0.031417900000001,1.4430263048755887e-13,1.1372246867509815e-13,3.058016181246072e-14,1.433903590753556e-13,1.2645659097270623e-13,1.693376810264937e-14,-29.566863700000003,-29.805015400000002,0.23815169999999952,-29.573205699999995,-29.6988773,0.125671600000004,0.0006163374567682876,0.000580713028491097,3.5624428277190564e-05,0.0006153610279990357,0.000596328227622936,1.9032800376099696e-05
58,a spoon occluded by a cylinder,a cylinder occluded by a spoon,0.0626649048568329,0.183160653388139,-0.1204957485313061,0.0695611936393467,0.1492991958368803,-0.07973800219753362,-6.880974600000001,-5.839305788333334,-1.0416688116666668,-6.446903483333333,-5.7370039,-0.7098995833333328,1.1743139137805871e-18,6.083174965206183e-16,-6.071431826068377e-16,1.5880799071116136e-17,1.1238418007596965e-15,-1.1079610016885804e-15,-41.285847600000004,-35.035834730000005,-6.250012869999999,-38.6814209,-34.4220234,-4.259397499999999,0.0010271425041185338,0.0029108626793911715,-0.0018837201752726377,0.00158542386715254,0.0032244144858263263,-0.0016389906186737864
59,a spoon on a bowl,a bowl on a spoon,0.0418930184697547,0.0407407192915625,0.0011522991781921996,0.0379756618447191,0.048413907096192,-0.010438245251472897,-6.144930025000001,-6.018227,-0.1267030250000003,-6.145779025,-5.920316574999999,-0.2254624500000011,2.1142833700087644e-11,3.509691082547928e-11,-1.3954077125391639e-11,2.107115441715321e-11,5.1922634671064207e-11,-3.0851480253910996e-11,-24.579720100000003,-24.072908,-0.5068121000000012,-24.5831161,-23.681266299999997,-0.9018498000000044,0.0021443259358708113,0.0024339812203429422,-0.00028965528447213095,0.002142506175748737,0.002684350244248624,-0.0005418440684998873
60,a spoon tied to a blanket,a blanket tied to a spoon,0.2063773731387488,0.1024130285061893,0.10396434463255949,0.1799158905776899,0.0696849684757468,0.11023092210194309,-6.447959092,-6.458209600000001,0.010250508000001268,-6.638094609999999,-6.437736259999999,-0.20035834999999924,9.964023290984356e-15,9.466207908079656e-15,4.978153829046994e-16,3.850886358966818e-15,1.048656689645626e-14,-6.635680537489441e-15,-32.239795459999996,-32.291048,0.05125254000000723,-33.190473049999994,-32.1886813,-1.0017917499999953,0.001583751162993863,0.0015675998301329871,1.6151332860875854e-05,0.0013095200145725695,0.0016000246237677196,-0.0002905046091951501
61,a teacup hanging over a spoon,a spoon haing over a teacup,0.1240836845002296,0.2388560831586781,-0.1147723986584485,0.1243249826718287,0.1532612055810109,-0.028936222909182185,-5.463222671428572,-5.605207211,0.14198453957142743,-5.770885952857142,-6.043765826625,0.2728798737678577,2.4630191172899966e-17,3.3536327855453736e-20,2.459665484504451e-17,2.8585943096763422e-18,1.004169006102879e-21,2.8575901406702394e-18,-38.242558700000004,-44.841657688,6.599098987999994,-40.396201669999996,-48.350126613,7.953924943000004,0.004239869996426196,0.0036786582068290305,0.0005612117895971657,0.003116994780088511,0.0023726072414526254,0.0007443875386358855
62,a teacup in a bowl,a bowl in a teacup,0.1387382267978746,0.2502098652679947,-0.11147163847012012,0.14451790451124,0.2730482518945272,-0.1285303473832872,-4.3839062,-4.367107738833332,-0.016798461166668055,-4.360168245,-4.250644290916666,-0.10952395408333349,3.771919095833129e-12,4.1719129971431664e-12,-3.999939013100372e-13,4.3492857922393684e-12,8.390963646412065e-12,-4.041677854172697e-12,-26.3034372,-26.202646432999995,-0.10079076700000655,-26.16100947,-25.503865745499997,-0.6571437245000027,0.012476527499382894,0.012687884225780302,-0.0002113567263974086,0.01277623793055048,0.014255046552641424,-0.0014788086220909446
63,a teacup near a bowl,a bowl near a teacup,0.1351722671571927,0.1992135890434866,-0.06404132188629391,0.1297758167822892,0.2014456943452012,-0.07166987756291202,-5.214323600000001,-5.363296443,0.14897284299999924,-5.623883828333334,-5.224532922499999,-0.39935090583333466,2.5863553965912122e-14,1.0580341850406663e-14,1.5283212115505457e-14,2.2154896165369694e-15,2.4326805756495845e-14,-2.2111316139958875e-14,-31.285941600000005,-32.179778658000004,0.893837057999999,-33.74330297,-31.347197534999996,-2.396105435000006,0.005438110570737459,0.0046854353517930495,0.0007526752189444099,0.0036105909270371384,0.005382873591974792,-0.0017722826649376536
64,a teacup near a box,a box near a teacup,0.1322473918753896,0.1866067867641251,-0.05435939488873548,0.1291475595781467,0.2133635227925244,-0.08421596321437771,-5.575651683333334,-5.329466554166666,-0.24618512916666724,-5.806826545,-5.1321919314999995,-0.6746346135000003,2.9590441530260528e-15,1.2961417629193788e-14,-1.0002373476167736e-14,7.392028707370795e-16,4.233545039669001e-14,-4.159624752595293e-14,-33.4539101,-31.976799324999998,-1.4771107750000034,-34.84095927,-30.793151588999997,-4.047807681000002,0.0037890055456312136,0.004846654750561025,-0.0010576492049298118,0.0030069573910389514,0.005903605981274651,-0.0028966485902356997
65,a teacup tied to a spoon,a spoon tied to a teacup,0.1941195945943122,0.3096254825061373,-0.11550588791182512,0.1854721372414344,0.2862754442870064,-0.100803307045572,-5.080907242857143,-5.0283093264285705,-0.05259791642857259,-5.440868781428571,-4.800005273428572,-0.6408635079999989,3.578740016999693e-16,5.17167283994662e-16,-1.592932822946927e-16,2.880215480303323e-17,2.5567565458168564e-15,-2.527954391013823e-15,-35.5663507,-35.198165284999995,-0.36818541500000634,-38.086081469999996,-33.600036914,-4.486044555999996,0.006214268606913061,0.006549874915231341,-0.0003356063083182802,0.004335714845469658,0.008229703650151231,-0.0038939888046815732
66,a teacup under a cylinder,a cylinder under a teacup,0.1354301681987514,0.2047198120614345,-0.0692896438626831,0.1364939592418157,0.1764419535257072,-0.03994799428389151,-5.965866233333333,-5.750618973833333,-0.2152472594999999,-5.867602145,-5.920841151666665,0.053239006666665034,2.8467104167748477e-16,1.0356844908172503e-15,-7.510134491397655e-16,5.133299438831948e-16,3.729650680406948e-16,1.4036487584250003e-16,-35.7951974,-34.503713843,-1.2914835569999994,-35.20561287,-35.52504690999999,0.3194340399999902,0.002564821910604582,0.0031808113480607993,-0.0006159894374562175,0.0028296502967935827,0.00268294246602142,0.0001467078307721627
67,a tiger chasing a rabbit,a rabbit chasing a tiger,0.1089730083631353,0.1005034383451294,0.008469570018005898,0.0733350228281686,0.0469514206744858,0.0263836021536828,-5.892195725,-6.907498575,1.0153028500000003,-6.322758475,-7.0637523,0.7409938250000003,5.8104215428223825e-11,1.0010273432845072e-12,5.710318808493932e-11,1.0381103849110176e-11,5.358033422237589e-13,9.845300506886417e-12,-23.5687829,-27.6299943,4.061211400000001,-25.2910339,-28.2550092,2.9639753000000013,0.0027609078422132795,0.0010002567369334237,0.0017606511052798558,0.0017949852488258141,0.00085556173907036,0.0009394235097554541
68,a woman helping an iguana,an iguana helping a woman,0.3189722908671531,0.1204613562096467,0.1985109346575064,0.3055907847406847,0.0850219765253508,0.22056880821533387,-5.321646811066667,-5.5908110466666665,0.2691642355999999,-5.174869851366666,-5.467499,0.2926291486333339,1.3584039379281052e-14,2.701778108368482e-15,1.088226127091257e-14,3.277143614394733e-14,5.662029489023968e-15,2.7109406654923365e-14,-31.9298808664,-33.54486628,1.6149854135999995,-31.0492191082,-32.804994,1.7557748918000016,0.004884702915159321,0.0037319998109009572,0.0011527031042583638,0.005656953110760763,0.004221777631241648,0.0014351754795191149
69,a woman hindering a robot,a robot hindering a woman,0.0219544692298783,0.0116188278327463,0.010335641397132,0.0296309991696788,0.0145003166571867,0.0151306825124921,-7.73296096,-7.377090900000001,-0.3558700599999991,-7.920030399999999,-6.9475218,-0.9725085999999994,1.6146880512534506e-17,9.568649533196801e-17,-7.953961481943351e-17,6.336836530013981e-18,8.1968709329709005e-16,-8.133502567670761e-16,-38.6648048,-36.8854545,-1.7793502999999973,-39.600151999999994,-34.737609,-4.862542999999995,0.0004381448651146963,0.0006254176446219112,-0.00018727277950721484,0.00036339127923224195,0.0009610137894821491,-0.0005976225102499071
70,a woman hugging a child,a child hugging a woman,0.1106906385966751,0.0909507354695841,0.019739903127091007,0.0937413295308258,0.0843980557574285,0.009343273773397304,-4.70539738,-5.2775587,0.5721613200000002,-4.483224460000001,-5.3496299,0.8664054399999994,6.058420502369283e-11,3.4667848766397207e-12,5.7117420147053115e-11,1.8399320285634936e-10,2.417832834292192e-12,1.8157537002205717e-10,-23.5269869,-26.3877935,2.8608066,-22.4161223,-26.7481495,4.332027199999999,0.00904631867743613,0.005104878131655583,0.003941440545780546,0.011296927871566545,0.0047499086153231194,0.006547019256243425
71,an iguana chasing a rabbit,a rabbit chasing an iguana,0.146523392318508,0.3272166190947811,-0.1806932267762731,0.1262178762996554,0.3277045376927208,-0.2014866613930654,-5.077107946666666,-5.2206830784083325,0.1435751317416667,-5.0349870333333335,-5.009251003366667,-0.025736029966666685,5.891694350507484e-14,2.4895272461495954e-14,3.4021671043578884e-14,7.585731905255833e-14,8.852370548295845e-14,-1.2666386430400117e-14,-30.462647679999996,-31.324098470449997,0.8614507904500002,-30.2099222,-30.055506020200003,-0.15441617979999833,0.006237923361212853,0.005403636757900123,0.0008342866033127306,0.00650628248102255,0.006675901662015095,-0.00016961918099254493
72,an iguana pulling a robot,a robot pulling an iguana,0.1432997385144399,0.2400913800982055,-0.0967916415837656,0.1148066184710619,0.2237608466458258,-0.1089542281747639,-6.064884846666668,-5.844836758766667,-0.2200480879000004,-5.876800233333333,-5.702602620783334,-0.17419761254999955,1.57153430723976e-16,5.884612747918588e-16,-4.3130784406788284e-16,4.857675774903582e-16,1.3814872969301521e-15,-8.95719719439794e-16,-36.389309080000004,-35.0690205526,-1.3202885274000025,-35.2608014,-34.2156157247,-1.0451856752999973,0.0023230255032586733,0.002894807226025089,-0.0005717817227664157,0.002803742258286439,0.0033372685005808853,-0.0005335262422944465
73,an iguana touching a cylinder,a cylinder touching an iguana,0.1180269623980529,0.1758593242682398,-0.05783236187018691,0.0926484546958557,0.1984752174290959,-0.10582676273324021,-6.656719146666667,-6.602660898,-0.0540582486666672,-6.404680866666666,-6.287742550499999,-0.11693831616666728,4.509637592667493e-18,6.2374178203260906e-18,-1.7277802276585973e-18,2.0459482642077884e-17,4.126754562757134e-17,-2.080806298549346e-17,-39.94031488,-39.615965388,-0.3243494920000032,-38.4280852,-37.726455302999995,-0.7016298970000037,0.0012853565263996637,0.0013567530486488413,-7.139652224917754e-05,0.0016537979195366881,0.0018589517033293056,-0.00020515378379261742
74,an iguana touching a spoon,a spoon touching an iguana,0.1180529644832139,0.2483630392044204,-0.1303100747212065,0.092691242333227,0.1992817431439937,-0.1065905008107667,-6.40378948,-6.34528307575,-0.05850640425000009,-6.057675533333334,-6.631516933373335,0.573841400040001,2.056919964156005e-17,2.921941014386695e-17,-8.650210502306903e-18,1.6410040627875407e-16,5.245812155687061e-18,1.58854594123067e-16,-38.42273688,-38.0716984545,-0.35103842550000053,-36.3460532,-39.78910160024001,3.4430484002400092,0.0016552727501760523,0.001755005872791436,-9.973312261538363e-05,0.0023398334360217048,0.0013181620047143035,0.0010216714313074013
